title,runtime_raw,imdb_rating_raw,genre_raw,release_year_raw,runtime,imdb_rating,release_year,genre
Deadline - U.S.A. ,87.0,7.2,Crime|Drama|Film-Noir,1952.0,87.0,7.2,1952.0,Crime|Drama|Film-Noir
Sublime ,113.0,5.3,Horror|Thriller,2007.0,113.0,5.3,2007.0,Horror|Thriller
A Beginner's Guide to Snuff ,87.0,8.7,Comedy|Horror|Thriller,2016.0,87.0,8.7,2016.0,Comedy|Horror|Thriller
Independence Daysaster ,90.0,3.4,Action|Sci-Fi,2013.0,90.0,3.4,2013.0,Action|Sci-Fi
Dysfunctional Friends ,111.0,5.4,Comedy|Drama,2012.0,111.0,5.4,2012.0,Comedy|Drama
Run Lola Run ,81.0,7.8,Crime|Drama,1998.0,81.0,7.8,1998.0,Crime|Drama
May ,93.0,6.7,Drama|Horror,2002.0,93.0,6.7,2002.0,Drama|Horror
Against the Wild ,90.0,4.7,Adventure|Family,2013.0,90.0,4.7,2013.0,Adventure|Family
Living Dark: The Story of Ted the Caver ,112.0,6.3,Horror,2013.0,112.0,6.3,2013.0,Horror
Under the Same Moon ,106.0,7.4,Adventure|Drama,2007.0,106.0,7.4,2007.0,Adventure|Drama
Conquest of the Planet of the Apes ,88.0,6.1,Action|Sci-Fi,1972.0,88.0,6.1,1972.0,Action|Sci-Fi
In the Bedroom ,138.0,7.5,Crime|Drama,2001.0,138.0,7.5,2001.0,Crime|Drama
I Spit on Your Grave ,105.0,6.3,Horror|Thriller,2010.0,105.0,6.3,2010.0,Horror|Thriller
"Happy, Texas ",98.0,6.3,Comedy|Crime|Romance,1999.0,98.0,6.3,1999.0,Comedy|Crime|Romance
My Summer of Love ,86.0,6.8,Drama|Romance,2004.0,86.0,6.8,2004.0,Drama|Romance
The Lunchbox ,104.0,7.8,Drama|Romance,2013.0,104.0,7.8,2013.0,Drama|Romance
Yes ,100.0,6.9,Drama|Romance,2004.0,100.0,6.9,2004.0,Drama|Romance
You Can't Take It with You ,126.0,8.0,Comedy|Drama|Romance,1938.0,126.0,8.0,1938.0,Comedy|Drama|Romance
From Here to Eternity ,118.0,7.8,Drama|Romance|War,1953.0,118.0,7.8,1953.0,Drama|Romance|War
She Wore a Yellow Ribbon ,103.0,7.4,Western,1949.0,103.0,7.4,1949.0,Western
Grace Unplugged ,102.0,6.1,Drama|Music,2013.0,102.0,6.1,2013.0,Drama|Music
Foolish ,84.0,4.3,Comedy|Drama,1999.0,84.0,4.3,1999.0,Comedy|Drama
Caramel ,95.0,7.2,Comedy|Drama|Romance,2007.0,95.0,7.2,2007.0,Comedy|Drama|Romance
Out of the Dark ,92.0,4.7,Horror|Thriller,2014.0,92.0,4.7,2014.0,Horror|Thriller
The Bubble ,90.0,7.3,Comedy|Drama|Romance,2006.0,90.0,7.3,2006.0,Comedy|Drama|Romance
The Conversation ,113.0,7.9,Drama|Mystery|Thriller,1974.0,113.0,7.9,1974.0,Drama|Mystery|Thriller
Mississippi Mermaid ,123.0,7.2,Crime|Drama|Romance,1969.0,123.0,7.2,1969.0,Crime|Drama|Romance
I Love Your Work ,111.0,5.4,Drama|Mystery,2003.0,111.0,5.4,2003.0,Drama|Mystery
Cabin Fever ,99.0,3.7,Horror,2016.0,99.0,3.7,2016.0,Horror
Waitress ,108.0,7.1,Comedy|Drama|Romance,2007.0,108.0,7.1,2007.0,Comedy|Drama|Romance
Bloodsport ,92.0,6.8,Action|Biography|Drama|Sport,1988.0,92.0,6.8,1988.0,Action|Biography|Drama|Sport
Mr. Smith Goes to Washington ,120.0,8.2,Comedy|Drama,1939.0,120.0,8.2,1939.0,Comedy|Drama
Kids ,91.0,7.0,Drama,1995.0,91.0,7.0,1995.0,Drama
The Squid and the Whale ,88.0,7.4,Comedy|Drama,2005.0,88.0,7.4,2005.0,Comedy|Drama
Kissing Jessica Stein ,97.0,6.7,Comedy|Drama|Romance,2001.0,97.0,6.7,2001.0,Comedy|Drama|Romance
Kickboxer: Vengeance ,90.0,9.1,Action,2016.0,90.0,9.1,2016.0,Action
Spellbound ,95.0,7.6,Film-Noir|Mystery|Romance|Thriller,1945.0,95.0,7.6,1945.0,Film-Noir|Mystery|Romance|Thriller
Exotica ,103.0,7.2,Drama|Mystery|Romance,1994.0,103.0,7.2,1994.0,Drama|Mystery|Romance
Buffalo '66 ,110.0,7.5,Comedy|Crime|Drama|Romance,1998.0,110.0,7.5,1998.0,Comedy|Crime|Drama|Romance
Insidious ,103.0,6.8,Fantasy|Horror|Mystery|Thriller,2010.0,103.0,6.8,2010.0,Fantasy|Horror|Mystery|Thriller
Repo Man ,92.0,6.9,Comedy|Crime|Sci-Fi|Thriller,1984.0,92.0,6.9,1984.0,Comedy|Crime|Sci-Fi|Thriller
Nine Queens ,114.0,7.9,Crime|Drama|Thriller,2000.0,114.0,7.9,2000.0,Crime|Drama|Thriller
The Gatekeepers ,101.0,7.6,Documentary|War,2012.0,101.0,7.6,2012.0,Documentary|War
The Ballad of Jack and Rose ,112.0,6.7,Drama,2005.0,112.0,6.7,2005.0,Drama
The To Do List ,104.0,5.8,Comedy|Romance,2013.0,104.0,5.8,2013.0,Comedy|Romance
Killing Zoe ,99.0,6.5,Crime|Drama|Thriller,1993.0,99.0,6.5,1993.0,Crime|Drama|Thriller
The Believer ,98.0,7.2,Drama,2001.0,98.0,7.2,2001.0,Drama
Snow Angels ,107.0,6.9,Drama|Romance,2007.0,107.0,6.9,2007.0,Drama|Romance
Unsullied ,93.0,5.5,Action|Horror|Thriller,2014.0,93.0,5.5,2014.0,Action|Horror|Thriller
Session 9 ,100.0,6.5,Horror|Mystery,2001.0,100.0,6.5,2001.0,Horror|Mystery
I Want Someone to Eat Cheese With ,80.0,6.2,Comedy|Romance,2006.0,80.0,6.2,2006.0,Comedy|Romance
Mooz-Lum ,94.0,6.7,Drama|Family,2010.0,94.0,6.7,2010.0,Drama|Family
Hatchet ,93.0,5.7,Comedy|Horror,2006.0,93.0,5.7,2006.0,Comedy|Horror
Modern Times ,87.0,8.6,Comedy|Drama|Family,1936.0,87.0,8.6,1936.0,Comedy|Drama|Family
Stolen Summer ,91.0,6.5,Drama,2002.0,91.0,6.5,2002.0,Drama
My Name Is Bruce ,84.0,6.3,Comedy|Fantasy,2007.0,84.0,6.3,2007.0,Comedy|Fantasy
The Salon ,90.0,4.3,Comedy|Drama,2005.0,90.0,4.3,2005.0,Comedy|Drama
Road Hard ,98.0,6.1,Comedy,2015.0,98.0,6.1,2015.0,Comedy
Forty Shades of Blue ,108.0,6.0,Drama|Music|Romance,2005.0,108.0,6.0,2005.0,Drama|Music|Romance
Amigo ,124.0,5.8,Drama|War,2010.0,124.0,5.8,2010.0,Drama|War
Pontypool ,95.0,6.7,Fantasy|Horror,2008.0,95.0,6.7,2008.0,Fantasy|Horror
Trucker ,90.0,6.7,Drama,2008.0,90.0,6.7,2008.0,Drama
Me You and Five Bucks ,93.0,7.6,Comedy|Drama|Romance,2015.0,93.0,7.6,2015.0,Comedy|Drama|Romance
The Lords of Salem ,101.0,5.1,Drama|Fantasy|Horror|Thriller,2012.0,101.0,5.1,2012.0,Drama|Fantasy|Horror|Thriller
Housebound ,107.0,6.8,Comedy|Horror|Mystery,2014.0,107.0,6.8,2014.0,Comedy|Horror|Mystery
Fetching Cody ,87.0,6.8,Drama|Fantasy|Romance,2005.0,87.0,6.8,2005.0,Drama|Fantasy|Romance
Once Upon a Time in Queens ,98.0,6.3,Comedy|Drama,2013.0,98.0,6.3,2013.0,Comedy|Drama
Closer to the Moon ,112.0,7.1,Comedy|Drama,2014.0,112.0,7.1,2014.0,Comedy|Drama
Mutant World ,82.0,2.8,Sci-Fi,2014.0,82.0,2.8,2014.0,Sci-Fi
Growing Up Smith ,102.0,8.2,Comedy|Drama|Family,2015.0,102.0,8.2,2015.0,Comedy|Drama|Family
Checkmate ,97.0,3.1,Action|Crime|Thriller,2015.0,97.0,3.1,2015.0,Action|Crime|Thriller
#Horror ,101.0,3.3,Drama|Horror|Mystery|Thriller,2015.0,101.0,3.3,2015.0,Drama|Horror|Mystery|Thriller
Wind Walkers ,93.0,3.6,Action|Horror|Thriller,2015.0,93.0,3.6,2015.0,Action|Horror|Thriller
Snow White and the Seven Dwarfs ,83.0,7.7,Animation|Family|Fantasy|Musical,1937.0,83.0,7.7,1937.0,Animation|Family|Fantasy|Musical
The Holy Girl ,106.0,6.7,Drama,2004.0,106.0,6.7,2004.0,Drama
Shalako ,113.0,5.5,Western,1968.0,113.0,5.5,1968.0,Western
Incident at Loch Ness ,94.0,6.6,Adventure|Comedy|Horror,2004.0,94.0,6.6,2004.0,Adventure|Comedy|Horror
The Dog Lover ,101.0,4.8,Drama,2016.0,101.0,4.8,2016.0,Drama
Girl House ,99.0,5.5,Horror|Thriller,2014.0,99.0,5.5,2014.0,Horror|Thriller
The Blue Room ,76.0,6.3,Crime|Romance|Thriller,2014.0,76.0,6.3,2014.0,Crime|Romance|Thriller
House at the End of the Drive ,91.0,6.9,Horror|Thriller,2014.0,91.0,6.9,2014.0,Horror|Thriller
Batman: The Movie ,105.0,6.5,Adventure|Comedy|Family,1966.0,105.0,6.5,1966.0,Adventure|Comedy|Family
"Lock, Stock and Two Smoking Barrels ",120.0,8.2,Comedy|Crime,1998.0,120.0,8.2,1998.0,Comedy|Crime
The Ballad of Gregorio Cortez ,105.0,7.1,Western,1982.0,105.0,7.1,1982.0,Western
The Celebration ,105.0,8.1,Drama,1998.0,105.0,8.1,1998.0,Drama
Trees Lounge ,95.0,7.2,Comedy|Drama,1996.0,95.0,7.2,1996.0,Comedy|Drama
Journey from the Fall ,135.0,7.4,Drama,2006.0,135.0,7.4,2006.0,Drama
The Basket ,105.0,6.5,Drama,1999.0,105.0,6.5,1999.0,Drama
Eddie: The Sleepwalking Cannibal ,83.0,5.7,Comedy|Horror,2012.0,83.0,5.7,2012.0,Comedy|Horror
Queen of the Mountains ,135.0,8.7,Action|Biography|Drama|History,2014.0,135.0,8.7,2014.0,Action|Biography|Drama|History
Def-Con 4 ,88.0,4.3,Action|Sci-Fi,1985.0,88.0,4.3,1985.0,Action|Sci-Fi
The Hebrew Hammer ,87.0,6.2,Comedy,2003.0,87.0,6.2,2003.0,Comedy
Neal 'N' Nikki ,97.0,3.3,Comedy|Musical|Romance,2005.0,97.0,3.3,2005.0,Comedy|Musical|Romance
The 41-Year-Old Virgin Who Knocked Up Sarah Marshall and Felt Superbad About It ,82.0,2.7,Comedy,2010.0,82.0,2.7,2010.0,Comedy
Forget Me Not ,103.0,5.2,Horror|Romance|Thriller,2009.0,103.0,5.2,2009.0,Horror|Romance|Thriller
Rebecca ,130.0,8.2,Drama|Film-Noir|Mystery|Thriller,1940.0,130.0,8.2,1940.0,Drama|Film-Noir|Mystery|Thriller
Friday the 13th Part 2 ,87.0,6.1,Horror|Mystery|Thriller,1981.0,87.0,6.1,1981.0,Horror|Mystery|Thriller
The Lost Weekend ,101.0,8.0,Drama|Film-Noir,1945.0,101.0,8.0,1945.0,Drama|Film-Noir
C.H.U.D. ,96.0,5.5,Horror|Sci-Fi,1984.0,96.0,5.5,1984.0,Horror|Sci-Fi
Filly Brown ,80.0,5.7,Drama|Music,2012.0,80.0,5.7,2012.0,Drama|Music
The Lion of Judah ,87.0,3.7,Animation,2011.0,87.0,3.7,2011.0,Animation
Niagara ,92.0,7.1,Crime|Film-Noir|Thriller,1953.0,92.0,7.1,1953.0,Crime|Film-Noir|Thriller
How Green Was My Valley ,118.0,7.8,Drama|Family,1941.0,118.0,7.8,1941.0,Drama|Family
Da Sweet Blood of Jesus ,123.0,4.1,Comedy|Romance|Thriller,2014.0,123.0,4.1,2014.0,Comedy|Romance|Thriller
"Sex, Lies, and Videotape ",100.0,7.2,Drama,1989.0,100.0,7.2,1989.0,Drama
Saw ,103.0,7.7,Horror|Mystery|Thriller,2004.0,103.0,7.7,2004.0,Horror|Mystery|Thriller
Super Troopers ,100.0,7.1,Comedy|Crime|Mystery,2001.0,100.0,7.1,2001.0,Comedy|Crime|Mystery
The Algerian ,99.0,7.6,Action|Romance|Thriller,2014.0,99.0,7.6,2014.0,Action|Romance|Thriller
The Amazing Catfish ,89.0,7.0,Comedy|Drama,2013.0,89.0,7.0,2013.0,Comedy|Drama
Monsoon Wedding ,114.0,7.4,Comedy|Drama|Romance,2001.0,114.0,7.4,2001.0,Comedy|Drama|Romance
You Can Count on Me ,111.0,7.7,Drama,2000.0,111.0,7.7,2000.0,Drama
The Trouble with Harry ,99.0,7.2,Comedy|Mystery|Romance,1955.0,99.0,7.2,1955.0,Comedy|Mystery|Romance
But I'm a Cheerleader ,85.0,6.6,Comedy|Drama,1999.0,85.0,6.6,1999.0,Comedy|Drama
Home Run ,113.0,6.0,Drama|Sport,2013.0,113.0,6.0,2013.0,Drama|Sport
Reservoir Dogs ,99.0,8.4,Crime|Drama|Thriller,1992.0,99.0,8.4,1992.0,Crime|Drama|Thriller
The Blue Bird ,83.0,6.5,Drama|Family|Fantasy,1940.0,83.0,6.5,1940.0,Drama|Family|Fantasy
"The Good, the Bad and the Ugly ",142.0,8.9,Western,1966.0,142.0,8.9,1966.0,Western
The Second Mother ,112.0,7.9,Comedy|Drama,2015.0,112.0,7.9,2015.0,Comedy|Drama
Blue Like Jazz ,108.0,6.0,Comedy|Drama,2012.0,108.0,6.0,2012.0,Comedy|Drama
Down and Out with the Dolls ,88.0,6.1,Comedy|Music,2001.0,88.0,6.1,2001.0,Comedy|Music
"Pink Ribbons, Inc. ",97.0,7.4,Documentary,2011.0,97.0,7.4,2011.0,Documentary
Certifiably Jonathan ,85.0,6.2,Comedy|Documentary,2007.0,85.0,6.2,2007.0,Comedy|Documentary
Q ,103.0,5.6,Drama,2011.0,103.0,5.6,2011.0,Drama
The Knife of Don Juan ,110.0,7.2,Comedy|Drama,2013.0,110.0,7.2,2013.0,Comedy|Drama
Grand Theft Parsons ,88.0,6.1,Adventure|Comedy|Drama,2003.0,88.0,6.1,2003.0,Adventure|Comedy|Drama
Extreme Movie ,76.0,3.8,Comedy,2008.0,76.0,3.8,2008.0,Comedy
The Charge of the Light Brigade ,100.0,7.1,Action|Adventure|Romance|War,1936.0,100.0,7.1,1936.0,Action|Adventure|Romance|War
Below Zero ,99.0,4.5,Thriller,2011.0,99.0,4.5,2011.0,Thriller
Crowsnest ,84.0,3.8,Action|Horror|Mystery|Thriller,2012.0,84.0,3.8,2012.0,Action|Horror|Mystery|Thriller
Airborne ,91.0,6.2,Adventure|Comedy|Sport,1993.0,91.0,6.2,1993.0,Adventure|Comedy|Sport
Cotton Comes to Harlem ,97.0,6.6,Action|Comedy,1970.0,97.0,6.6,1970.0,Action|Comedy
The Wicked Within ,84.0,4.6,Horror,2015.0,84.0,4.6,2015.0,Horror
Bleeding Hearts ,100.0,4.2,Horror,2015.0,100.0,4.2,2015.0,Horror
Waiting... ,94.0,6.8,Comedy,2005.0,94.0,6.8,2005.0,Comedy
Dead Man's Shoes ,90.0,7.7,Crime|Drama|Thriller,2004.0,90.0,7.7,2004.0,Crime|Drama|Thriller
From a Whisper to a Scream ,92.0,5.9,Action|Drama|Horror|Thriller,1987.0,92.0,5.9,1987.0,Action|Drama|Horror|Thriller
Sex with Strangers ,105.0,4.7,Documentary|Drama,2002.0,105.0,4.7,2002.0,Documentary|Drama
Dracula: Pages from a Virgin's Diary ,73.0,7.0,Comedy|Horror|Musical,2002.0,73.0,7.0,2002.0,Comedy|Horror|Musical
Faith Like Potatoes ,116.0,6.9,Drama,2006.0,116.0,6.9,2006.0,Drama
Beyond the Black Rainbow ,110.0,6.1,Sci-Fi|Thriller,2010.0,110.0,6.1,2010.0,Sci-Fi|Thriller
The Raid: Redemption ,102.0,7.6,Action|Crime|Thriller,2011.0,102.0,7.6,2011.0,Action|Crime|Thriller
The Dead Undead ,89.0,3.0,Action|Horror|Sci-Fi,2010.0,89.0,3.0,2010.0,Action|Horror|Sci-Fi
The Vatican Exorcisms ,76.0,2.6,Horror,2013.0,76.0,2.6,2013.0,Horror
Casablanca ,82.0,8.6,Drama|Romance|War,1942.0,82.0,8.6,1942.0,Drama|Romance|War
Lake Mungo ,89.0,6.1,Drama|Horror|Mystery|Thriller,2008.0,89.0,6.1,2008.0,Drama|Horror|Mystery|Thriller
Rocket Singh: Salesman of the Year ,150.0,7.5,Comedy|Drama,2009.0,150.0,7.5,2009.0,Comedy|Drama
Silent Running ,89.0,6.7,Drama|Sci-Fi,1972.0,89.0,6.7,1972.0,Drama|Sci-Fi
Rocky ,145.0,8.1,Drama|Sport,1976.0,145.0,8.1,1976.0,Drama|Sport
The Sleepwalker ,91.0,4.9,Drama,2014.0,91.0,4.9,2014.0,Drama
Tom Jones ,121.0,6.8,Adventure|Comedy|History,1963.0,121.0,6.8,1963.0,Adventure|Comedy|History
Unfriended ,83.0,5.7,Horror|Mystery|Thriller,2014.0,83.0,5.7,2014.0,Horror|Mystery|Thriller
Taxi Driver ,110.0,8.3,Crime|Drama,1976.0,110.0,8.3,1976.0,Crime|Drama
The Howling ,91.0,6.6,Horror,1981.0,91.0,6.6,1981.0,Horror
Dr. No ,110.0,7.3,Action|Adventure|Thriller,1962.0,110.0,7.3,1962.0,Action|Adventure|Thriller
Chernobyl Diaries ,86.0,5.0,Horror|Mystery|Sci-Fi|Thriller,2012.0,86.0,5.0,2012.0,Horror|Mystery|Sci-Fi|Thriller
Hellraiser ,86.0,7.0,Fantasy|Horror,1987.0,86.0,7.0,1987.0,Fantasy|Horror
God's Not Dead 2 ,120.0,3.4,Drama,2016.0,120.0,3.4,2016.0,Drama
Cry_Wolf ,90.0,5.9,Drama|Horror|Mystery|Thriller,2005.0,90.0,5.9,2005.0,Drama|Horror|Mystery|Thriller
Godzilla 2000 ,99.0,6.0,Action|Adventure|Drama|Sci-Fi|Thriller,1999.0,99.0,6.0,1999.0,Action|Adventure|Drama|Sci-Fi|Thriller
Blue Valentine ,112.0,7.4,Drama|Romance,2010.0,112.0,7.4,2010.0,Drama|Romance
Transamerica ,103.0,7.4,Adventure|Comedy|Drama,2005.0,103.0,7.4,2005.0,Adventure|Comedy|Drama
The Devil Inside ,83.0,4.2,Horror,2012.0,83.0,4.2,2012.0,Horror
Beyond the Valley of the Dolls ,109.0,6.2,Comedy|Drama|Music,1970.0,109.0,6.2,1970.0,Comedy|Drama|Music
Love Me Tender ,89.0,6.2,Drama|Romance|Western,1956.0,89.0,6.2,1956.0,Drama|Romance|Western
An Inconvenient Truth ,96.0,7.5,Documentary,2006.0,96.0,7.5,2006.0,Documentary
Sands of Iwo Jima ,109.0,7.2,Action|Drama|Romance|War,1949.0,109.0,7.2,1949.0,Action|Drama|Romance|War
Shine a Light ,122.0,7.2,Biography|Documentary|Music,2008.0,122.0,7.2,2008.0,Biography|Documentary|Music
The Green Inferno ,100.0,5.4,Adventure|Horror,2013.0,100.0,5.4,2013.0,Adventure|Horror
Departure ,109.0,7.0,Drama|Family|Romance,2015.0,109.0,7.0,2015.0,Drama|Family|Romance
The Sessions ,95.0,7.2,Biography|Comedy|Drama|Romance,2012.0,95.0,7.2,2012.0,Biography|Comedy|Drama|Romance
"Food, Inc. ",94.0,7.9,Documentary,2008.0,94.0,7.9,2008.0,Documentary
October Baby ,107.0,6.8,Drama,2011.0,107.0,6.8,2011.0,Drama
Next Stop Wonderland ,104.0,6.7,Comedy|Drama|Romance,1998.0,104.0,6.7,1998.0,Comedy|Drama|Romance
The Skeleton Twins ,93.0,6.8,Comedy|Drama,2014.0,93.0,6.8,2014.0,Comedy|Drama
Martha Marcy May Marlene ,102.0,6.9,Drama|Mystery|Thriller,2011.0,102.0,6.9,2011.0,Drama|Mystery|Thriller
Obvious Child ,84.0,6.8,Comedy|Drama,2014.0,84.0,6.8,2014.0,Comedy|Drama
Frozen River ,97.0,7.2,Crime|Drama,2008.0,97.0,7.2,2008.0,Crime|Drama
20 Feet from Stardom ,91.0,7.4,Documentary|Music,2013.0,91.0,7.4,2013.0,Documentary|Music
Two Girls and a Guy ,84.0,5.6,Comedy|Drama,1997.0,84.0,5.6,1997.0,Comedy|Drama
Walking and Talking ,86.0,6.8,Comedy|Drama|Romance,1996.0,86.0,6.8,1996.0,Comedy|Drama|Romance
Who Killed the Electric Car? ,92.0,7.7,Documentary,2006.0,92.0,7.7,2006.0,Documentary
The Broken Hearts Club: A Romantic Comedy ,94.0,7.0,Comedy|Drama|Romance|Sport,2000.0,94.0,7.0,2000.0,Comedy|Drama|Romance|Sport
Bubba Ho-Tep ,92.0,7.2,Comedy|Fantasy|Mystery,2002.0,92.0,7.2,2002.0,Comedy|Fantasy|Mystery
Slam ,100.0,7.2,Drama,1998.0,100.0,7.2,1998.0,Drama
Brigham City ,119.0,7.2,Crime|Drama|Mystery,2001.0,119.0,7.2,2001.0,Crime|Drama|Mystery
Fiza ,167.0,6.2,Drama|Romance,2000.0,167.0,6.2,2000.0,Drama|Romance
Orgazmo ,92.0,6.2,Comedy|Sci-Fi,1997.0,92.0,6.2,1997.0,Comedy|Sci-Fi
All the Real Girls ,108.0,6.9,Drama|Romance,2003.0,108.0,6.9,2003.0,Drama|Romance
Dream with the Fishes ,97.0,7.0,Comedy|Drama,1997.0,97.0,7.0,1997.0,Comedy|Drama
Blue Car ,88.0,6.7,Drama,2002.0,88.0,6.7,2002.0,Drama
Luminarias ,100.0,3.6,Comedy|Romance,2000.0,100.0,3.6,2000.0,Comedy|Romance
Palo Alto ,100.0,6.3,Drama,2013.0,100.0,6.3,2013.0,Drama
Ajami ,124.0,7.4,Crime|Drama,2009.0,124.0,7.4,2009.0,Crime|Drama
Wristcutters: A Love Story ,88.0,7.4,Comedy|Drama|Fantasy|Romance,2006.0,88.0,7.4,2006.0,Comedy|Drama|Fantasy|Romance
I Origins ,106.0,7.3,Drama|Romance|Sci-Fi,2014.0,106.0,7.3,2014.0,Drama|Romance|Sci-Fi
The Battle of Shaker Heights ,79.0,6.1,Comedy|Drama|Romance,2003.0,79.0,6.1,2003.0,Comedy|Drama|Romance
The Act of Killing ,96.0,8.2,Biography|Crime|Documentary|History,2012.0,96.0,8.2,2012.0,Biography|Crime|Documentary|History
Taxi to the Dark Side ,53.0,7.7,Crime|Documentary|War,2007.0,53.0,7.7,2007.0,Crime|Documentary|War
Once in a Lifetime: The Extraordinary Story of the New York Cosmos ,97.0,7.3,Documentary|Sport,2006.0,97.0,7.3,2006.0,Documentary|Sport
Guiana 1838 ,120.0,7.4,Drama,2004.0,120.0,7.4,2004.0,Drama
Lisa Picard Is Famous ,90.0,5.7,Comedy|Drama,2000.0,90.0,5.7,2000.0,Comedy|Drama
Antarctica: A Year on Ice ,91.0,7.6,Adventure|Biography|Documentary|Drama,2013.0,91.0,7.6,2013.0,Adventure|Biography|Documentary|Drama
A Lego Brickumentary ,93.0,6.8,Documentary,2014.0,93.0,6.8,2014.0,Documentary
Hardflip ,112.0,5.6,Action|Drama,2012.0,112.0,5.6,2012.0,Action|Drama
Chocolate: Deep Dark Secrets ,160.0,4.8,Thriller,2005.0,160.0,4.8,2005.0,Thriller
The House of the Devil ,95.0,6.4,Horror,2009.0,95.0,6.4,2009.0,Horror
The Perfect Host ,93.0,6.8,Comedy|Crime|Thriller,2010.0,93.0,6.8,2010.0,Comedy|Crime|Thriller
Safe Men ,88.0,6.1,Comedy|Crime,1998.0,88.0,6.1,1998.0,Comedy|Crime
Speedway Junky ,105.0,5.2,Crime|Drama|Romance,1999.0,105.0,5.2,1999.0,Crime|Drama|Romance
The Last Big Thing ,98.0,6.9,Comedy|Drama,1996.0,98.0,6.9,1996.0,Comedy|Drama
The Specials ,82.0,6.0,Action|Comedy|Fantasy|Sci-Fi,2000.0,82.0,6.0,2000.0,Action|Comedy|Fantasy|Sci-Fi
16 to Life ,89.0,6.3,Comedy|Romance,2009.0,89.0,6.3,2009.0,Comedy|Romance
Alone with Her ,78.0,6.1,Crime|Drama|Thriller,2006.0,78.0,6.1,2006.0,Crime|Drama|Thriller
Creative Control ,97.0,5.5,Drama|Sci-Fi,2015.0,97.0,5.5,2015.0,Drama|Sci-Fi
Special ,81.0,6.9,Comedy|Drama|Sci-Fi,2006.0,81.0,6.9,2006.0,Comedy|Drama|Sci-Fi
Sparkler ,90.0,5.6,Comedy|Drama,1997.0,90.0,5.6,1997.0,Comedy|Drama
The Helix... Loaded ,97.0,1.9,Action|Adventure|Comedy|Fantasy|Sci-Fi,2005.0,97.0,1.9,2005.0,Action|Adventure|Comedy|Fantasy|Sci-Fi
In Her Line of Fire ,88.0,4.1,Action|Drama,2006.0,88.0,4.1,2006.0,Action|Drama
The Jimmy Show ,96.0,5.4,Comedy|Drama,2001.0,96.0,5.4,2001.0,Comedy|Drama
Heli ,105.0,6.8,Crime|Drama|Romance,2013.0,105.0,6.8,2013.0,Crime|Drama|Romance
Loving Annabelle ,76.0,6.7,Drama|Romance,2006.0,76.0,6.7,2006.0,Drama|Romance
Hits ,96.0,5.8,Comedy|Drama,2014.0,96.0,5.8,2014.0,Comedy|Drama
Jimmy and Judy ,99.0,6.2,Crime|Drama|Thriller,2006.0,99.0,6.2,2006.0,Crime|Drama|Thriller
Frat Party ,90.0,2.8,Comedy,2009.0,90.0,2.8,2009.0,Comedy
The Party's Over ,94.0,7.3,Drama,1965.0,94.0,7.3,1965.0,Drama
Proud ,87.0,5.8,Drama,2004.0,87.0,5.8,2004.0,Drama
The Poker House ,93.0,6.5,Drama,2008.0,93.0,6.5,2008.0,Drama
Childless ,90.0,6.1,Drama,2008.0,90.0,6.1,2008.0,Drama
ZMD: Zombies of Mass Destruction ,89.0,5.1,Comedy|Horror|Sci-Fi,2009.0,89.0,5.1,2009.0,Comedy|Horror|Sci-Fi
Snow White: A Deadly Summer ,83.0,2.2,Horror,2012.0,83.0,2.2,2012.0,Horror
Hidden Away ,96.0,7.2,Drama|Romance,2014.0,96.0,7.2,2014.0,Drama|Romance
My Last Day Without You ,90.0,5.7,Comedy|Drama|Romance,2011.0,90.0,5.7,2011.0,Comedy|Drama|Romance
Steppin: The Movie ,138.0,3.4,Comedy|Music,2009.0,138.0,3.4,2009.0,Comedy|Music
Doc Holliday's Revenge ,84.0,3.8,Western,2014.0,84.0,3.8,2014.0,Western
Black Rock ,83.0,4.7,Horror|Thriller,2012.0,83.0,4.7,2012.0,Horror|Thriller
Truth or Die ,96.0,5.6,Horror|Mystery,2012.0,96.0,5.6,2012.0,Horror|Mystery
The Pet ,94.0,3.9,Drama|Thriller,2006.0,94.0,3.9,2006.0,Drama|Thriller
Bang Bang Baby ,90.0,5.4,Drama|Musical|Sci-Fi,2014.0,90.0,5.4,2014.0,Drama|Musical|Sci-Fi
Fear Clinic ,95.0,5.2,Horror,2015.0,95.0,5.2,2015.0,Horror
Zombie Hunter ,93.0,3.5,Action|Comedy|Horror,2013.0,93.0,3.5,2013.0,Action|Comedy|Horror
A Fine Step ,111.0,5.3,Drama,2014.0,111.0,5.3,2014.0,Drama
Charly ,103.0,7.1,Drama|Romance|Sci-Fi,1968.0,103.0,7.1,1968.0,Drama|Romance|Sci-Fi
Banshee Chapter ,87.0,5.5,Horror|Thriller,2013.0,87.0,5.5,2013.0,Horror|Thriller
Ask Me Anything ,100.0,6.0,Drama,2014.0,100.0,6.0,2014.0,Drama
And Then Came Love ,90.0,4.8,Comedy|Romance,2007.0,90.0,4.8,2007.0,Comedy|Romance
Food Chains ,83.0,7.1,Documentary|News,2014.0,83.0,7.1,2014.0,Documentary|News
On the Waterfront ,108.0,8.2,Crime|Drama|Romance,1954.0,108.0,8.2,1954.0,Crime|Drama|Romance
L!fe Happens ,100.0,5.7,Comedy,2011.0,100.0,5.7,2011.0,Comedy
"4 Months, 3 Weeks and 2 Days ",113.0,7.9,Drama,2007.0,113.0,7.9,2007.0,Drama
